chr1,start,end,TE_id,UniqPathogens,TE_location,class,family,feature,chr2,gene_start,gene_end,gene_width,strand,gene_info,distance,gene_name
chr14,76821574,76822741,SVA_D_c1479447,5,SVA_D_chr14:76821575,Retroposon,SVA,intergenic,chr14,76826371,76870304,43933,+,ENSG00000100565.16,3631,LRRC74A
chr14,94297669,94299226,THE1A-int_c1513333,5,THE1A-int_chr14:94297670,LTR,ERVL-MaLR,intergenic,chr14,94280459,94293268,12809,-,ENSG00000140093.10,4402,SERPINA10
chr14,98247482,98247786,AluYg6_c1521658,5,AluYg6_chr14:98247483,SINE,Alu,intergenic,chr14,98068160,98205142,136982,-,ENSG00000259097.3,42341,ENSG00000259097
chr14,104539185,104539486,AluYk11_c1534344,5,AluYk11_chr14:104539186,SINE,Alu,intergenic,chr14,104579763,104590515,10752,+,ENSG00000184601.11,40278,C14orf180
chr14,105023111,105023417,THE1B_c1535034,5,THE1B_chr14:105023112,LTR,ERVL-MaLR,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,2029,CDCA4
chr14,105023728,105024121,L1ME3B_c1535036,5,L1ME3B_chr14:105023729,LINE,L1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,2646,CDCA4
chr14,105024478,105024789,AluSx_c1535038,5,AluSx_chr14:105024479,SINE,Alu,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,3396,CDCA4
chr14,105024875,105025057,MLT1H_c1535039,5,MLT1H_chr14:105024876,LTR,ERVL-MaLR,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,3793,CDCA4
chr14,105025126,105025198,MLT1H_c1535040,5,MLT1H_chr14:105025127,LTR,ERVL-MaLR,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,4044,CDCA4
chr14,105025811,105026197,MER47A_c1535043,6,MER47A_chr14:105025812,DNA,TcMar-Tigger,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,4729,CDCA4
chr14,105026594,105026903,AluSx4_c1535046,5,AluSx4_chr14:105026595,SINE,Alu,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,5512,CDCA4
chr14,105027191,105027523,MER57C1_c1535049,5,MER57C1_chr14:105027192,LTR,ERV1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,6109,CDCA4
chr14,105028388,105028693,MER65B_c1535054,5,MER65B_chr14:105028389,LTR,ERV1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,7306,CDCA4
chr14,105029067,105029376,AluSx3_c1535057,5,AluSx3_chr14:105029068,SINE,Alu,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,7985,CDCA4
chr14,105029380,105029589,L1ME3B_c1535058,5,L1ME3B_chr14:105029381,LINE,L1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,8298,CDCA4
chr14,105029744,105030045,AluSc_c1535059,5,AluSc_chr14:105029745,SINE,Alu,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,8662,CDCA4
chr14,105030092,105030218,L1ME4b_c1535060,5,L1ME4b_chr14:105030093,LINE,L1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,9010,CDCA4
chr14,105030776,105031149,THE1C_c1535063,5,THE1C_chr14:105030777,LTR,ERVL-MaLR,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,9694,CDCA4
chr14,105031149,105031316,AluJb_c1535064,5,AluJb_chr14:105031150,SINE,Alu,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,10067,CDCA4
chr14,105032452,105033003,MER41A_c1535070,5,MER41A_chr14:105032453,LTR,ERV1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,11370,CDCA4
chr14,105033003,105033364,MER4-int_c1535071,5,MER4-int_chr14:105033004,LTR,ERV1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,11921,CDCA4
chr14,105033694,105034048,MER4-int_c1535073,6,MER4-int_chr14:105033695,LTR,ERV1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,12612,CDCA4
chr14,105034047,105034778,MER4-int_c1535074,6,MER4-int_chr14:105034048,LTR,ERV1,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,12965,CDCA4
chr14,105034778,105035085,AluSx1_c1535075,5,AluSx1_chr14:105034779,SINE,Alu,intergenic,chr14,105009572,105021083,11511,-,ENSG00000170779.11,13696,CDCA4
chr14,105035200,105035481,LTR57-int_c1535077,5,LTR57-int_chr14:105035201,LTR,ERVL,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,13914,GPR132
chr14,105037812,105038415,MER4-int_c1535088,5,MER4-int_chr14:105037813,LTR,ERV1,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,10980,GPR132
chr14,105039557,105039940,MER4-int_c1535094,5,MER4-int_chr14:105039558,LTR,ERV1,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,9455,GPR132
chr14,105040256,105040490,MER50_c1535096,6,MER50_chr14:105040257,LTR,ERV1,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,8905,GPR132
chr14,105041305,105041548,MER4E1_c1535100,6,MER4E1_chr14:105041306,LTR,ERV1,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,7847,GPR132
chr14,105041641,105041881,AluJb_c1535101,6,AluJb_chr14:105041642,SINE,Alu,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,7514,GPR132
chr14,105042361,105042741,MLT1E2_c1535103,6,MLT1E2_chr14:105042362,LTR,ERVL-MaLR,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,6654,GPR132
chr14,105043083,105043255,L2a_c1535104,8,L2a_chr14:105043084,LINE,L2,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,6140,GPR132
chr14,105043320,105043477,MIR_c1535105,7,MIR_chr14:105043321,SINE,MIR,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,5918,GPR132
chr14,105043503,105043849,LTR40a_c1535106,7,LTR40a_chr14:105043504,LTR,ERVL,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,5546,GPR132
chr14,105043937,105044212,L1MC4_c1535107,5,L1MC4_chr14:105043938,LINE,L1,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,5183,GPR132
chr14,105044727,105044994,L1MC4_c1535110,7,L1MC4_chr14:105044728,LINE,L1,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,4401,GPR132
chr14,105045010,105045311,L1MC4_c1535111,8,L1MC4_chr14:105045011,LINE,L1,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,4084,GPR132
chr14,105045352,105045583,AluSc5_c1535113,6,AluSc5_chr14:105045353,SINE,Alu,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,3812,GPR132
chr14,105046035,105046191,MIR_c1535114,6,MIR_chr14:105046036,SINE,MIR,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,3204,GPR132
chr14,105046286,105046586,AluJr_c1535115,8,AluJr_chr14:105046287,SINE,Alu,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,2809,GPR132
chr14,105046590,105046859,AluSz_c1535116,7,AluSz_chr14:105046591,SINE,Alu,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,2536,GPR132
chr14,105046872,105047054,MER115_c1535117,7,MER115_chr14:105046873,DNA,hAT-Tip100,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,2341,GPR132
chr14,105048140,105048376,AluJb_c1535118,7,AluJb_chr14:105048141,SINE,Alu,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,1019,GPR132
chr14,105048481,105048775,AluY_c1535119,7,AluY_chr14:105048482,SINE,Alu,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,620,GPR132
chr14,105048799,105049118,AluSq2_c1535120,6,AluSq2_chr14:105048800,SINE,Alu,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,277,GPR132
chr14,105049123,105049175,MLT1D_c1535121,7,MLT1D_chr14:105049124,LTR,ERVL-MaLR,intergenic,chr14,105049394,105065445,16051,-,ENSG00000183484.12,220,GPR132
chr15,21186550,21186875,AluY_c1541656,7,AluY_chr15:21186551,SINE,Alu,intergenic,chr15,21160304,21167357,7053,+,ENSG00000258684.2,19194,BMS1P16
chr15,40378797,40379108,AluSx_c1574810,5,AluSx_chr15:40378798,SINE,Alu,intergenic,chr15,40358218,40378621,20403,+,ENSG00000140323.6,177,DISP2
chr15,69063243,69063545,AluYk3_c1633459,8,AluYk3_chr15:69063244,SINE,Alu,intergenic,chr15,69014694,69062762,48068,+,ENSG00000255346.11,482,NOX5
chr15,89462974,89469391,HERV4_I-int_c1675516,5,HERV4_I-int_chr15:89462975,LTR,ERV1,intergenic,chr15,89471406,89496583,25177,-,ENSG00000140519.14,2016,RHCG
chr16,3238508,3238791,AluSc5_c1704878,5,AluSc5_chr16:3238509,SINE,Alu,intergenic,chr16,3222324,3235457,13133,-,ENSG00000010539.12,3052,ZNF200
chr16,16491664,16491967,AluYg6_c1738062,10,AluYg6_chr16:16491665,SINE,Alu,intergenic,chr16,16499532,16664135,164603,+,ENSG00000260126.2,7566,ENSG00000260126
chr16,28511941,28512048,MIR3_c1770158,7,MIR3_chr16:28511942,SINE,MIR,intergenic,chr16,28499361,28506834,7473,-,ENSG00000197272.2,5108,IL27
chr16,28512431,28512743,AluSx_c1770159,5,AluSx_chr16:28512432,SINE,Alu,intergenic,chr16,28499361,28506834,7473,-,ENSG00000197272.2,5598,IL27
chr16,28513045,28513218,MIRc_c1770160,5,MIRc_chr16:28513046,SINE,MIR,intergenic,chr16,28499361,28506834,7473,-,ENSG00000197272.2,6212,IL27
chr16,28513592,28513712,MIRb_c1770162,5,MIRb_chr16:28513593,SINE,MIR,intergenic,chr16,28499361,28506834,7473,-,ENSG00000197272.2,6759,IL27
chr16,28514772,28515069,AluSz_c1770166,5,AluSz_chr16:28514773,SINE,Alu,intergenic,chr16,28499361,28506834,7473,-,ENSG00000197272.2,7939,IL27
chr16,28515792,28516102,AluSz6_c1770170,5,AluSz6_chr16:28515793,SINE,Alu,intergenic,chr16,28499361,28506834,7473,-,ENSG00000197272.2,8959,IL27
chr16,28516125,28516433,AluSz_c1770171,5,AluSz_chr16:28516126,SINE,Alu,intergenic,chr16,28499361,28506834,7473,-,ENSG00000197272.2,9292,IL27
chr16,31917427,31917762,MER1B_c1778703,6,MER1B_chr16:31917428,DNA,hAT-Charlie,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,71,ZNF267
chr16,31918447,31918727,L1ME2_c1778704,5,L1ME2_chr16:31918448,LINE,L1,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,1091,ZNF267
chr16,31918857,31918998,MER41D_c1778705,6,MER41D_chr16:31918858,LTR,ERV1,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,1501,ZNF267
chr16,31919000,31919390,MER41C_c1778706,6,MER41C_chr16:31919001,LTR,ERV1,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,1644,ZNF267
chr16,31919390,31919691,AluSx1_c1778707,5,AluSx1_chr16:31919391,SINE,Alu,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,2034,ZNF267
chr16,31919904,31920917,LTR49-int_c1778710,6,LTR49-int_chr16:31919905,LTR,ERV1,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,2548,ZNF267
chr16,31921138,31921429,AluY_c1778713,5,AluY_chr16:31921139,SINE,Alu,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,3782,ZNF267
chr16,31921429,31922095,MER67C_c1778714,5,MER67C_chr16:31921430,LTR,ERV1,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,4073,ZNF267
chr16,31922565,31922836,LTR24B_c1778715,5,LTR24B_chr16:31922566,LTR,ERV1,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,5209,ZNF267
chr16,31927830,31932142,L1PA15_c1778727,5,L1PA15_chr16:31927831,LINE,L1,intergenic,chr16,31873806,31917357,43551,+,ENSG00000185947.15,10474,ZNF267
chr16,31937557,31943695,L1PA3_c1778738,5,L1PA3_chr16:31937558,LINE,L1,intergenic,chr16,31952159,31952473,314,+,ENSG00000261289.2,8465,ENSG00000261289
chr16,56984582,56985152,LTR10A_c1806443,5,LTR10A_chr16:56984583,LTR,ERV1,intergenic,chr16,56961922,56983845,21923,+,ENSG00000087237.12,738,CETP
chr16,56985393,56985521,L2b_c1806444,5,L2b_chr16:56985394,LINE,L2,intergenic,chr16,56961922,56983845,21923,+,ENSG00000087237.12,1549,CETP
chr16,56987934,56988093,MIRc_c1806451,5,MIRc_chr16:56987935,SINE,MIR,intergenic,chr16,56989497,57083524,94027,+,ENSG00000140853.17,1405,NLRC5
chr16,56988353,56988549,MIR_c1806452,6,MIR_chr16:56988354,SINE,MIR,intergenic,chr16,56989497,57083524,94027,+,ENSG00000140853.17,949,NLRC5
chr16,56988930,56989056,MIRb_c1806453,5,MIRb_chr16:56988931,SINE,MIR,intergenic,chr16,56989497,57083524,94027,+,ENSG00000140853.17,442,NLRC5
chr17,2045164,2045272,MER102c_c1882318,5,MER102c_chr17:2045165,DNA,hAT-Charlie,intergenic,chr17,2043474,2044968,1494,-,ENSG00000263050.1,197,DPH1-AS1
chr17,2048697,2048906,MIRc_c1882332,6,MIRc_chr17:2048698,SINE,MIR,intergenic,chr17,2049907,2050008,101,-,ENSG00000267200.1,1002,MIR132
chr17,15943630,15943806,L1MB7_c1913415,6,L1MB7_chr17:15943631,LINE,L1,intergenic,chr17,15945129,15975746,30617,+,ENSG00000170425.4,1324,ADORA2B
chr17,29212327,29212562,MIR_c1932784,5,MIR_chr17:29212328,SINE,MIR,intergenic,chr17,29203425,29204474,1049,-,ENSG00000178082.6,7854,TWF1P1
chr17,34209750,34215965,L1PA5_c1944743,5,L1PA5_chr17:34209751,LINE,L1,intergenic,chr17,34169371,34183632,14261,-,ENSG00000261156.6,26119,LINC01989
chr17,34328177,34330579,L1M5_c1944917,5,L1M5_chr17:34328178,LINE,L1,intergenic,chr17,34331861,34332228,367,-,ENSG00000265614.1,1283,ENSG00000265614
chr17,34359858,34360050,MIR3_c1944964,8,MIR3_chr17:34359859,SINE,MIR,intergenic,chr17,34360327,34363233,2906,-,ENSG00000108702.4,278,CCL1
chr17,35194477,35196012,SVA_C_c1946913,5,SVA_C_chr17:35194478,Retroposon,SVA,intergenic,chr17,35192519,35194393,1874,-,ENSG00000164729.8,85,SLC35G3
chr17,40551087,40551277,MIR_c1959258,5,MIR_chr17:40551088,SINE,MIR,intergenic,chr17,40553768,40565472,11704,-,ENSG00000126353.3,2492,CCR7
chr17,40551316,40551461,MIR_c1959259,6,MIR_chr17:40551317,SINE,MIR,intergenic,chr17,40553768,40565472,11704,-,ENSG00000126353.3,2308,CCR7
chr17,40551498,40551630,MIR3_c1959260,6,MIR3_chr17:40551499,SINE,MIR,intergenic,chr17,40553768,40565472,11704,-,ENSG00000126353.3,2139,CCR7
chr17,40552782,40553192,MLT1A1_c1959261,6,MLT1A1_chr17:40552783,LTR,ERVL-MaLR,intergenic,chr17,40553768,40565472,11704,-,ENSG00000126353.3,577,CCR7
chr17,59842842,59843145,AluSx1_c2002055,5,AluSx1_chr17:59842843,SINE,Alu,intergenic,chr17,59707653,59842255,134602,+,ENSG00000062716.13,588,VMP1
chr17,78355495,78355613,FLAM_C_c2042277,5,FLAM_C_chr17:78355496,SINE,Alu,intergenic,chr17,78356777,78360077,3300,-,ENSG00000184557.4,1165,SOCS3
chr18,40932556,40932870,AluYb8_c2114640,5,AluYb8_chr18:40932557,SINE,Alu,intergenic,chr18,41341318,41507550,166232,+,ENSG00000286328.1,408449,ENSG00000286328
chr19,4226231,4226535,AluSp_c2192252,5,AluSp_chr19:4226232,SINE,Alu,intergenic,chr19,4182688,4224814,42126,+,ENSG00000089847.13,1418,ANKRD24
chr19,4237714,4238006,AluSg_c2192287,5,AluSg_chr19:4237715,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,187,EBI3
chr19,4238026,4238326,AluSx1_c2192288,5,AluSx1_chr19:4238027,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,499,EBI3
chr19,4238510,4238818,AluSx3_c2192289,6,AluSx3_chr19:4238511,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,983,EBI3
chr19,4239001,4239063,L2b_c2192290,7,L2b_chr19:4239002,LINE,L2,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,1474,EBI3
chr19,4239225,4239357,AluJb_c2192291,6,AluJb_chr19:4239226,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,1698,EBI3
chr19,4239357,4239647,AluSx4_c2192292,6,AluSx4_chr19:4239358,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,1830,EBI3
chr19,4239690,4239853,AluJr_c2192294,5,AluJr_chr19:4239691,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,2163,EBI3
chr19,4239856,4240158,AluSx3_c2192295,6,AluSx3_chr19:4239857,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,2329,EBI3
chr19,4240328,4240634,AluY_c2192297,6,AluY_chr19:4240329,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,2801,EBI3
chr19,4240658,4240951,AluJo_c2192298,6,AluJo_chr19:4240659,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,3131,EBI3
chr19,4241127,4241428,AluJr_c2192301,7,AluJr_chr19:4241128,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,3600,EBI3
chr19,4241552,4241851,AluSz_c2192304,6,AluSz_chr19:4241553,SINE,Alu,intergenic,chr19,4229522,4237528,8006,+,ENSG00000105246.6,4025,EBI3
chr19,4241940,4242373,LOR1b_c2192306,7,LOR1b_chr19:4241941,LTR,ERV1,intergenic,chr19,4246338,4247358,1020,-,ENSG00000280247.1,3966,ENSG00000280247
chr19,4242448,4242743,AluSg_c2192308,5,AluSg_chr19:4242449,SINE,Alu,intergenic,chr19,4246338,4247358,1020,-,ENSG00000280247.1,3596,ENSG00000280247
chr19,4243285,4243536,AluSx1_c2192312,5,AluSx1_chr19:4243286,SINE,Alu,intergenic,chr19,4246338,4247358,1020,-,ENSG00000280247.1,2803,ENSG00000280247
chr19,4243593,4243756,LTR54_c2192315,7,LTR54_chr19:4243594,LTR,ERV1,intergenic,chr19,4246338,4247358,1020,-,ENSG00000280247.1,2583,ENSG00000280247
chr19,4243809,4244120,AluSp_c2192316,5,AluSp_chr19:4243810,SINE,Alu,intergenic,chr19,4246338,4247358,1020,-,ENSG00000280247.1,2219,ENSG00000280247
chr19,4244195,4244503,AluSz_c2192318,5,AluSz_chr19:4244196,SINE,Alu,intergenic,chr19,4246338,4247358,1020,-,ENSG00000280247.1,1836,ENSG00000280247
chr19,4244622,4244905,AluJb_c2192320,6,AluJb_chr19:4244623,SINE,Alu,intergenic,chr19,4246338,4247358,1020,-,ENSG00000280247.1,1434,ENSG00000280247
chr19,4245866,4246206,AluSx_c2192326,7,AluSx_chr19:4245867,SINE,Alu,intergenic,chr19,4246338,4247358,1020,-,ENSG00000280247.1,133,ENSG00000280247
chr19,6538376,6538687,AluY_c2198502,6,AluY_chr19:6538377,SINE,Alu,intergenic,chr19,6531025,6535924,4899,+,ENSG00000125657.5,2453,TNFSF9
chr19,6582809,6583003,THE1-int_c2198645,5,THE1-int_chr19:6582810,LTR,ERVL-MaLR,intergenic,chr19,6583182,6591150,7968,-,ENSG00000125726.11,180,CD70
chr19,6656642,6657126,HERVS71-int_c2198914,6,HERVS71-int_chr19:6656643,LTR,ERV1,intergenic,chr19,6661252,6670588,9336,-,ENSG00000125735.11,4127,TNFSF14
chr19,6657424,6657891,HERVS71-int_c2198916,5,HERVS71-int_chr19:6657425,LTR,ERV1,intergenic,chr19,6661252,6670588,9336,-,ENSG00000125735.11,3362,TNFSF14
chr19,6658199,6659341,HERVS71-int_c2198918,7,HERVS71-int_chr19:6658200,LTR,ERV1,intergenic,chr19,6661252,6670588,9336,-,ENSG00000125735.11,1912,TNFSF14
chr19,6941165,6941316,MER5A1_c2199845,5,MER5A1_chr19:6941166,DNA,hAT-Charlie,intergenic,chr19,6887565,6940459,52894,+,ENSG00000174837.15,707,ADGRE1
chr19,6941458,6941636,L2b_c2199846,5,L2b_chr19:6941459,LINE,L2,intergenic,chr19,6887565,6940459,52894,+,ENSG00000174837.15,1000,ADGRE1
chr19,6942174,6942579,MLT1H_c2199849,5,MLT1H_chr19:6942175,LTR,ERVL-MaLR,intergenic,chr19,6887565,6940459,52894,+,ENSG00000174837.15,1716,ADGRE1
chr19,10481643,10481947,AluYk4_c2209559,5,AluYk4_chr19:10481644,SINE,Alu,intergenic,chr19,10486124,10503356,17232,-,ENSG00000079999.14,4178,KEAP1
chr19,30770155,30770809,L1PA3_c2249005,5,L1PA3_chr19:30770156,LINE,L1,intergenic,chr19,30224890,30713586,488696,+,ENSG00000198597.10,56570,ZNF536
chr19,34985460,34986081,L1M7_c2257758,6,L1M7_chr19:34985461,LINE,L1,intergenic,chr19,34994783,35026471,31688,+,ENSG00000089351.15,8703,GRAMD1A
chr19,34988623,34988935,AluSz_c2257767,5,AluSz_chr19:34988624,SINE,Alu,intergenic,chr19,34994783,35026471,31688,+,ENSG00000089351.15,5849,GRAMD1A
chr19,34989089,34989337,AluJo_c2257768,6,AluJo_chr19:34989090,SINE,Alu,intergenic,chr19,34994783,35026471,31688,+,ENSG00000089351.15,5447,GRAMD1A
chr19,35026631,35026792,MIR_c2257862,6,MIR_chr19:35026632,SINE,MIR,intergenic,chr19,34994783,35026471,31688,+,ENSG00000089351.15,161,GRAMD1A
chr19,35026792,35026967,MER5A_c2257863,5,MER5A_chr19:35026793,DNA,hAT-Charlie,intergenic,chr19,34994783,35026471,31688,+,ENSG00000089351.15,322,GRAMD1A
chr19,35026967,35027264,AluJr_c2257864,5,AluJr_chr19:35026968,SINE,Alu,intergenic,chr19,34994783,35026471,31688,+,ENSG00000089351.15,497,GRAMD1A
chr19,35027805,35028063,MIR_c2257869,5,MIR_chr19:35027806,SINE,MIR,intergenic,chr19,34994783,35026471,31688,+,ENSG00000089351.15,1335,GRAMD1A
chr19,35029572,35029907,L2a_c2257876,5,L2a_chr19:35029573,LINE,L2,intergenic,chr19,35030469,35040449,9980,+,ENSG00000105711.14,563,SCN1B
chr19,39404372,39404673,AluSq2_c2269412,5,AluSq2_chr19:39404373,SINE,Alu,intergenic,chr19,39402841,39404200,1359,+,ENSG00000288919.1,173,ENSG00000288919
chr19,39404681,39404979,AluYk2_c2269413,5,AluYk2_chr19:39404682,SINE,Alu,intergenic,chr19,39402841,39404200,1359,+,ENSG00000288919.1,482,ENSG00000288919
chr19,39405204,39405500,AluSz_c2269414,6,AluSz_chr19:39405205,SINE,Alu,intergenic,chr19,39402841,39404200,1359,+,ENSG00000288919.1,1005,ENSG00000288919
chr19,39405954,39406069,AluJo_c2269416,5,AluJo_chr19:39405955,SINE,Alu,intergenic,chr19,39406846,39409412,2566,+,ENSG00000128016.7,778,ZFP36
chr19,39406230,39406270,Alu_c2269418,5,Alu_chr19:39406231,SINE,Alu,intergenic,chr19,39406846,39409412,2566,+,ENSG00000128016.7,577,ZFP36
chr19,46611019,46611333,L2b_c2287653,5,L2b_chr19:46611020,LINE,L2,intergenic,chr19,46601073,46610782,9709,+,ENSG00000160014.17,238,CALM3
chr19,46620111,46620401,AluJb_c2287681,5,AluJb_chr19:46620112,SINE,Alu,intergenic,chr19,46620467,46625089,4622,-,ENSG00000160013.9,67,PTGIR
chr19,48876221,48877217,LTR13_c2294394,5,LTR13_chr19:48876222,LTR,ERVK,intergenic,chr19,48872211,48876059,3848,+,ENSG00000087074.9,163,PPP1R15A
chr19,49888880,49889187,AluSx_c2297104,7,AluSx_chr19:49888881,SINE,Alu,intergenic,chr19,49877665,49888750,11085,+,ENSG00000104946.14,131,TBC1D17
chr19,51908191,51909157,LTR5_Hs_c2302338,7,LTR5_Hs_chr19:51908192,LTR,ERVK,intergenic,chr19,51889234,51905017,15783,-,ENSG00000198093.11,3175,ZNF649
chr19,52420955,52421918,LTR5_Hs_c2303521,5,LTR5_Hs_chr19:52420956,LTR,ERVK,intergenic,chr19,52397848,52418403,20555,+,ENSG00000167555.14,2553,ZNF528
chr19,52697739,52698706,LTR5_Hs_c2304190,5,LTR5_Hs_chr19:52697740,LTR,ERVK,intergenic,chr19,52699352,52700660,1308,-,ENSG00000288953.1,647,ENSG00000288953
chr19,53838625,53839592,LTR5_Hs_c2307001,7,LTR5_Hs_chr19:53838626,LTR,ERVK,intergenic,chr19,53793740,53824403,30663,-,ENSG00000142405.23,14223,NLRP12
chr20,3089384,3089687,AluY_c2756901,6,AluY_chr20:3089385,SINE,Alu,intergenic,chr20,3094170,3094509,339,+,ENSG00000263905.2,4484,RN7SL555P
chr20,4077573,4079194,L1MC4_c2759210,5,L1MC4_chr20:4077574,LINE,L1,intergenic,chr20,4070151,4075165,5014,-,ENSG00000205300.3,2409,ENSG00000205300
chr20,4081392,4082128,L1MC4_c2759220,5,L1MC4_chr20:4081393,LINE,L1,intergenic,chr20,4070151,4075165,5014,-,ENSG00000205300.3,6228,ENSG00000205300
chr20,4082430,4083830,L1MC4_c2759222,6,L1MC4_chr20:4082431,LINE,L1,intergenic,chr20,4070151,4075165,5014,-,ENSG00000205300.3,7266,ENSG00000205300
chr20,4086807,4087174,MSTD_c2759226,5,MSTD_chr20:4086808,LTR,ERVL-MaLR,intergenic,chr20,4070151,4075165,5014,-,ENSG00000205300.3,11643,ENSG00000205300
chr20,4088034,4088521,MER44B_c2759230,5,MER44B_chr20:4088035,DNA,TcMar-Tigger,intergenic,chr20,4070151,4075165,5014,-,ENSG00000205300.3,12870,ENSG00000205300
chr20,29250839,29253411,L1PA3_c2800146,5,L1PA3_chr20:29250840,LINE,L1,intergenic,chr20,29297094,29297246,152,-,ENSG00000283568.1,43684,5_8S_rRNA
chr20,37277235,37277408,L2b_c2819132,5,L2b_chr20:37277236,LINE,L2,intergenic,chr20,37289648,37317260,27612,+,ENSG00000101363.13,12241,MANBAL
chr20,49764260,49764569,AluSx_c2849780,5,AluSx_chr20:49764261,SINE,Alu,intergenic,chr20,49794810,49794914,104,+,ENSG00000252540.1,30242,RNU6-919P
chr20,49769261,49769601,MSTD_c2849796,7,MSTD_chr20:49769262,LTR,ERVL-MaLR,intergenic,chr20,49794810,49794914,104,+,ENSG00000252540.1,25210,RNU6-919P
chr20,49774193,49774493,AluJb_c2849815,7,AluJb_chr20:49774194,SINE,Alu,intergenic,chr20,49794810,49794914,104,+,ENSG00000252540.1,20318,RNU6-919P
chr20,50324747,50325281,L1ME3G_c2851425,5,L1ME3G_chr20:50324748,LINE,L1,intergenic,chr20,50299875,50321486,21611,-,ENSG00000233077.2,3262,LINC01271
chr20,50585246,50585339,L1MC4a_c2852133,5,L1MC4a_chr20:50585247,LINE,L1,intergenic,chr20,50510320,50585241,74921,+,ENSG00000196396.10,6,PTPN1
chr20,62503342,62503462,L2a_c2877361,5,L2a_chr20:62503343,LINE,L2,intergenic,chr20,62513908,62516096,2188,-,ENSG00000260542.1,10447,ENSG00000260542
