"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","6/1035","117/9434",0.991492730390885,1,0.681674064679772,"SMARCA1/INO80D/SMARCA5/BAZ1A/H2AC18/H2AC19",6
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","1/1035","44/9434",0.994056926261099,1,0.681674064679772,"ADPRS",1
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","3/1035","79/9434",0.99421706787048,1,0.681674064679772,"HSD11B1/CBR3/AKR1C1",3
"Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","2/1035","66/9434",0.995826608791871,1,0.681674064679772,"TARS1/WARS1",2
"Human Diseases","Substance dependence","hsa05034","Alcoholism","11/1035","191/9434",0.995854042491891,1,0.681674064679772,"HDAC9/GNB4/FOSB/GNGT1/ADORA2A/H3-3B/GNG4/H2BC4/CALM1/H2AC18/H2AC19",11
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","5/1035","117/9434",0.997241236875592,1,0.681674064679772,"TKTL1/PFKP/ACOX3/SDS/HK2",5
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","2/1035","71/9434",0.997517929610001,1,0.681674064679772,"PTGS2/HSD11B1",2
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","13/1035","235/9434",0.998854238813456,1,0.681674064679772,"MAP2K3/ACSL4/MGLL/PRKAG2/COX17/ADCY10/ACSL1/ADCY9/RPS6KA3/MAPK11/ACSL5/MAP3K5/CPT1B",13
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","3/1035","103/9434",0.99943539130026,1,0.681674064679772,"SMG7/CSTF3/PPP2R2A",3
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","2/1035","87/9434",0.999541911104286,1,0.681674064679772,"SLC8A3/SLC8A2",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","1/1035","68/9434",0.999640939466753,1,0.681674064679772,"ALDH1A2",1
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","1/1035","108/9434",0.99999671617411,1,0.681674064679772,"SUMO4",1
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","2/1035","138/9434",0.99999824875439,1,0.681674064679772,"COX17/PPA1",2
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","6/1035","235/9434",0.999999787587026,1,0.681674064679772,"PRPF3/CTNNBL1/RBM17/HSPA6/HSPA1B/HSPA1A",6
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","7/1035","453/9434",1,1,0.681674064679772,"CNGB1/CAMK2A/SLC8A3/RGS2/SLC8A2/OR2B11/CALM1",7
