GeneName,GeneID,A549_Bacteria_Spn,A549_Virus_IAV,A549_Virus_RSV,A549_Virus_SARSCoV2,B_cell_Protozoa_Pf,B_cell_Virus_EBV,B_cell_Virus_HBV,Dendritic_Bacteria_Bpe,Dendritic_Bacteria_MTB,Dendritic_Bacteria_Sau,Dendritic_Protozoa_Pf,Dendritic_Virus_HBV,Liver_Virus_HBV,Macrophages_Bacteria_Lmo,Macrophages_Bacteria_MTB,Macrophages_Bacteria_NTHi,Macrophages_Bacteria_SalEn,Macrophages_Bacteria_SalTy,Macrophages_Fungi_Af,Macrophages_Virus_IAV,Macrophages_Virus_SARSCoV2,Monocyte_Bacteria_Lmo,Monocyte_Virus_RSV,PBMCs_Fungi_Af,PBMCs_Protozoa_Pf,T_cell_Virus_HBV,T_cell_Virus_HIV1,hSAEC_Virus_RSV,Huh.7_Virus_HCV
EIF3MP1,ENSG00000236365.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236366,ENSG00000236366.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
CT47A1,ENSG00000236371.6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236372,ENSG00000236372.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02653,ENSG00000236373.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/
POU5F1P5,ENSG00000236375.3,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236376,ENSG00000236376.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236377,ENSG00000236377.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,Up,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236378,ENSG00000236378.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ZNF736P4Y,ENSG00000236379.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
VENTXP7,ENSG00000236380.5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
KRTAP10-13P,ENSG00000236382.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
CCDC200,ENSG00000236383.9,/,/,Up,/,/,/,/,/,Down,/,/,/,/,/,/,Up,/,Up,/,/,/,Up,Up,/,/,/,/,Up,/
LINC00479,ENSG00000236384.7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236385,ENSG00000236385.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236386,ENSG00000236386.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236387,ENSG00000236387.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ITCH-AS1,ENSG00000236388.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236389,ENSG00000236389.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236390,ENSG00000236390.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,Up,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236391,ENSG00000236391.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236393,ENSG00000236393.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236394,ENSG00000236394.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236395,ENSG00000236395.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SLC35G4,ENSG00000236396.8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
DDX11L2,ENSG00000236397.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/
TAS2R39,ENSG00000236398.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
KRTAP21-4P,ENSG00000236400.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SLC4A1APP2,ENSG00000236401.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236403,ENSG00000236403.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,Down,Down,Down,/,/,/,/,/
VLDLR-AS1,ENSG00000236404.12,Down,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up
UBQLN1P1,ENSG00000236405.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
HMGB1P18,ENSG00000236407.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236408,ENSG00000236408.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
NRADDP,ENSG00000236409.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/
NDUFAF4P3,ENSG00000236411.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236412,ENSG00000236412.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236413,ENSG00000236413.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236414,ENSG00000236414.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
CTSLP1,ENSG00000236417.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
CHCHD3P1,ENSG00000236420.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC01134,ENSG00000236423.8,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/
TSPY10,ENSG00000236424.7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236425,ENSG00000236425.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236426,ENSG00000236426.5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
CCDST,ENSG00000236427.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
GPM6BP2,ENSG00000236429.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
KRT8P29,ENSG00000236430.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236431,ENSG00000236431.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MFF-DT,ENSG00000236432.8,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RPL37P21,ENSG00000236433.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236434,ENSG00000236434.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
TSPY12P,ENSG00000236435.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02850,ENSG00000236436.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02151,ENSG00000236437.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
FAM157A,ENSG00000236438.8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/
ENSG00000236439,ENSG00000236439.4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
COPRSP1,ENSG00000236440.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ANKRD54P1,ENSG00000236442.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
UBE2L5,ENSG00000236444.5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC00608,ENSG00000236445.5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
CT47B1,ENSG00000236446.4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ATG10-IT1,ENSG00000236447.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236449,ENSG00000236449.2,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236450,ENSG00000236450.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236451,ENSG00000236451.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236452,ENSG00000236452.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236453,ENSG00000236453.5,/,/,Up,/,/,/,/,/,Up,/,/,/,/,/,/,Up,/,Up,/,/,Up,Up,/,Up,/,/,/,Up,/
ENSG00000236456,ENSG00000236456.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236457,ENSG00000236457.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
HNRNPA1P22,ENSG00000236459.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SNX2P2,ENSG00000236460.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236461,ENSG00000236461.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC00427,ENSG00000236463.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02559,ENSG00000236464.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RCAN2-DT,ENSG00000236466.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
KCNMA1-AS1,ENSG00000236467.8,/,/,Up,/,/,/,/,/,/,Down,/,/,/,/,/,Down,/,/,/,/,/,/,Down,/,/,/,/,/,Down
EEF1A1P44,ENSG00000236468.1,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236469,ENSG00000236469.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02920,ENSG00000236471.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236472,ENSG00000236472.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,Down,Down,/,/,Down,Down,/,/,/,/,/,Up,/
KRT43P,ENSG00000236473.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
GCNT1P1,ENSG00000236474.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
TRIM26BP,ENSG00000236475.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236476,ENSG00000236476.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RPS24P1,ENSG00000236477.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236478,ENSG00000236478.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
PKMP1,ENSG00000236480.1,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02195,ENSG00000236481.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MTND2P40,ENSG00000236483.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RRM2P2,ENSG00000236484.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC01945,ENSG00000236485.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236487,ENSG00000236487.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236489,ENSG00000236489.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236491,ENSG00000236491.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
EIF2S2P3,ENSG00000236493.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,Down,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236494,ENSG00000236494.3,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236495,ENSG00000236495.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
GPS2P1,ENSG00000236496.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC01744,ENSG00000236497.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236498,ENSG00000236498.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,Up,/,/,/,/,/,/
LINC00896,ENSG00000236499.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,Down,Up
CD24P1,ENSG00000236500.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236501,ENSG00000236501.6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,Up,/,/,/,/,/,/,/,/,/,/,/
SIX3-AS1,ENSG00000236502.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
TRPC6P8,ENSG00000236503.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236504,ENSG00000236504.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/
ENSG00000236505,ENSG00000236505.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236507,ENSG00000236507.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ATP13A5-AS1,ENSG00000236508.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RPL21P133,ENSG00000236509.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,Up,/,/,/,Up,/,/,/,/,/,/,/
ENSG00000236510,ENSG00000236510.1,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC01231,ENSG00000236511.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236512,ENSG00000236512.1,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236513,ENSG00000236513.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236514,ENSG00000236514.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,Down,/
KLF2P4,ENSG00000236516.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC01424,ENSG00000236519.2,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,Down,/,/,/,/,/,/,/,/,/,Down,/
GPC6-AS1,ENSG00000236520.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up
NPAP1P4,ENSG00000236521.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
NPM1P40,ENSG00000236523.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236525,ENSG00000236525.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
BTBD3-AS1,ENSG00000236526.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/
ARF4P2,ENSG00000236527.1,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236528,ENSG00000236528.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,Down,/,/,Down,Down,/,/,/,/,/,/,/
ENSG00000236529,ENSG00000236529.2,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
KPNA2P1,ENSG00000236530.2,/,/,/,/,/,/,/,/,Up,Up,/,/,/,/,/,Up,/,Up,/,/,/,Up,Up,/,/,/,/,Up,/
ENSG00000236531,ENSG00000236531.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC01695,ENSG00000236532.6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,Up,/,/,/,/,/,/,/,/,/,/,/
RPS12P4,ENSG00000236533.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
H3P36,ENSG00000236534.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RC3H1-IT1,ENSG00000236535.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236536,ENSG00000236536.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ZNF863P,ENSG00000236538.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
HNRNPA1P54,ENSG00000236539.3,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236540,ENSG00000236540.7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,Down,/,/,/,/,/,/,/,/
VN2R9P,ENSG00000236541.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MED28P7,ENSG00000236542.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236543,ENSG00000236543.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
EN2-DT,ENSG00000236544.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236545,ENSG00000236545.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MYCL-AS1,ENSG00000236546.1,/,/,/,/,/,/,/,/,Down,/,Down,/,/,/,/,Down,/,Down,/,/,Down,/,Down,/,/,/,/,/,/
RNF217-AS1,ENSG00000236548.3,Down,/,Up,/,/,/,/,/,/,Up,/,/,/,/,/,Up,/,Up,/,/,/,/,/,/,/,/,/,/,Up
RPS27AP7,ENSG00000236549.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236550,ENSG00000236550.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RPL13AP5,ENSG00000236552.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,Down,/,/,/,/,/,/,/
ASNSP3,ENSG00000236554.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236555,ENSG00000236555.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236556,ENSG00000236556.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
BCL2L1-AS1,ENSG00000236559.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,Up,/,/,/,/,Up,/,/,/,/,/,/
IFITM3P1,ENSG00000236562.4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,Up
YWHAQP5,ENSG00000236564.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,Down,/,/,/,/,/,/,/,/,/,/,/
HNRNPA3P5,ENSG00000236565.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
TCF3P1,ENSG00000236567.2,/,/,Up,/,/,/,/,/,Up,Up,/,/,/,Up,/,Up,/,Up,/,/,/,/,Up,/,/,/,/,/,/
HNRNPA1P73,ENSG00000236569.3,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up
RAD23BP1,ENSG00000236570.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236571,ENSG00000236571.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236572,ENSG00000236572.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236574,ENSG00000236574.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000236576,ENSG00000236576.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/
SNRPGP14,ENSG00000236577.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,Down,/,/,/,/,/,/,/,/,/,/,/
RPL36P13,ENSG00000236580.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
STARD13-AS,ENSG00000236581.9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,Up,/,/,/,/,/,/,/,/,/,/,/
PRPF38AP2,ENSG00000236582.1,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,Up,/,Up,/,/,/,Up,/,/,/,/,/,/,/
ENSG00000236583,ENSG00000236583.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MTATP6P4,ENSG00000236590.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
UST-AS2,ENSG00000236591.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,Up,Up,/,/,/,/,/,/,/,/,/,Up,/
S100A11P2,ENSG00000236592.5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RPS27AP14,ENSG00000236594.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MED15P5,ENSG00000236595.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
CRLF3P1,ENSG00000236596.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
IGHD7-27,ENSG00000236597.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ELOCP26,ENSG00000236599.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
